file,string_lengths,runtime_ms
hvlcs1.in,25x25,0.1020999625325203
hvlcs2.in,50x50,0.3845000173896551
hvlcs3.in,100x100,1.4619999565184116
hvlcs4.in,150x150,3.2865999964997172
hvlcs5.in,200x200,5.776299978606403
hvlcs6.in,300x300,13.342799968086183
hvlcs7.in,400x400,25.432400056160986
hvlcs8.in,500x500,41.24439996667206
hvlcs9.in,600x600,60.177800012752414
hvlcs10.in,750x750,91.92929998971522
